budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col,head_title_updated,level_num,min_level,display_title,category
justice,2018-19,administration of justice__null__criminal courts__null__null__wages,2014__0__108__0__0__2,53.46,80,80,89.5,level_6,administration of justice__criminal courts__wages,6,6,Administration Of Justice - Criminal Courts - Wages,criminal courts
justice,2019-20,administration of justice__null__criminal courts__null__null__wages,2014__0__108__0__0__2,49.54,89.5,99.5,95.2,level_6,administration of justice__criminal courts__wages,6,6,Administration Of Justice - Criminal Courts - Wages,criminal courts
justice,2020-21,administration of justice__null__criminal courts__null__null__wages,2014__0__108__0__0__2,71.47,95.2,105.2,173.17000000000002,level_6,administration of justice__criminal courts__wages,6,6,Administration Of Justice - Criminal Courts - Wages,criminal courts
justice,2021-22,administration of justice__null__criminal courts__null__null__wages,2014__0__108__0__0__2,73.88,173.17000000000002,173.17000000000002,155.36,level_6,administration of justice__criminal courts__wages,6,6,Administration Of Justice - Criminal Courts - Wages,criminal courts
justice,2018-19,administration of justice__null__criminal courts__null__null__travel expenses,2014__0__108__0__0__3,50.59,109,109,102,level_6,administration of justice__criminal courts__travel expenses,6,6,Administration Of Justice - Criminal Courts - Travel Expenses,criminal courts
justice,2019-20,administration of justice__null__criminal courts__null__null__travel expenses,2014__0__108__0__0__3,70.15,102,102,103,level_6,administration of justice__criminal courts__travel expenses,6,6,Administration Of Justice - Criminal Courts - Travel Expenses,criminal courts
justice,2020-21,administration of justice__null__criminal courts__null__null__travel expenses,2014__0__108__0__0__3,61.019999999999996,103,103,115.32,level_6,administration of justice__criminal courts__travel expenses,6,6,Administration Of Justice - Criminal Courts - Travel Expenses,criminal courts
justice,2021-22,administration of justice__null__criminal courts__null__null__travel expenses,2014__0__108__0__0__3,78.93,115.32,115.32,111.6,level_6,administration of justice__criminal courts__travel expenses,6,6,Administration Of Justice - Criminal Courts - Travel Expenses,criminal courts
justice,2018-19,administration of justice__null__criminal courts__null__null__office expenses,2014__0__108__0__0__4,659.09,719.5,769.5,751,level_6,administration of justice__criminal courts__office expenses,6,6,Administration Of Justice - Criminal Courts - Office Expenses,criminal courts
justice,2019-20,administration of justice__null__criminal courts__null__null__office expenses,2014__0__108__0__0__4,556.96,751,781,830.6,level_6,administration of justice__criminal courts__office expenses,6,6,Administration Of Justice - Criminal Courts - Office Expenses,criminal courts
justice,2020-21,administration of justice__null__criminal courts__null__null__office expenses,2014__0__108__0__0__4,499.46,830.6,917.5,1067.59,level_6,administration of justice__criminal courts__office expenses,6,6,Administration Of Justice - Criminal Courts - Office Expenses,criminal courts
justice,2021-22,administration of justice__null__criminal courts__null__null__office expenses,2014__0__108__0__0__4,599.14,1067.59,1067.59,943.6,level_6,administration of justice__criminal courts__office expenses,6,6,Administration Of Justice - Criminal Courts - Office Expenses,criminal courts
justice,2018-19,"administration of justice__null__criminal courts__null__null__rents, rates & taxes / royalty",2014__0__108__0__0__6,8.72,60,60,59,level_6,"administration of justice__criminal courts__rents, rates & taxes / royalty",6,6,"Administration Of Justice - Criminal Courts - Rents, Rates & Taxes / Royalty",criminal courts
justice,2019-20,"administration of justice__null__criminal courts__null__null__rents, rates & taxes / royalty",2014__0__108__0__0__6,3.91,59,59,50,level_6,"administration of justice__criminal courts__rents, rates & taxes / royalty",6,6,"Administration Of Justice - Criminal Courts - Rents, Rates & Taxes / Royalty",criminal courts
justice,2020-21,"administration of justice__null__criminal courts__null__null__rents, rates & taxes / royalty",2014__0__108__0__0__6,4.09,50,50,32.55,level_6,"administration of justice__criminal courts__rents, rates & taxes / royalty",6,6,"Administration Of Justice - Criminal Courts - Rents, Rates & Taxes / Royalty",criminal courts
justice,2021-22,"administration of justice__null__criminal courts__null__null__rents, rates & taxes / royalty",2014__0__108__0__0__6,7.04,32.55,32.55,22.5,level_6,"administration of justice__criminal courts__rents, rates & taxes / royalty",6,6,"Administration Of Justice - Criminal Courts - Rents, Rates & Taxes / Royalty",criminal courts
justice,2018-19,administration of justice__null__high courts__judges__null__office expenses,2014__0__102__304__0__4,31.93,40,40,50,level_6,administration of justice__high courts__judges__office expenses,6,6,Administration Of Justice - High Courts - Judges - Office Expenses,high courts
justice,2019-20,administration of justice__null__high courts__judges__null__office expenses,2014__0__102__304__0__4,39.99,50,50,100,level_6,administration of justice__high courts__judges__office expenses,6,6,Administration Of Justice - High Courts - Judges - Office Expenses,high courts
